Period,Start Date,End Date,ZIP Code,Service District,Quality of Life,Overall Feeling of Safety,Neighborhood Safety,City Appearance,Neighborhood Appearance,Nashville as Residence,Nashville as Place to Raise Children,Nashville as Workplace,Nashville as Place to Start/Grow Business,Nashville as Retirement Place,Metro Services - Overall,Value Received from Taxes,Elected Official Leadership,Elected Official Responsiveness,Elected Official Accessibility,Metro Transparency and Ethics,Metro Budgeting and Stewardship,Customer Service,Metro Communication,Decision Input Opportunity,Crime Prevention,Police - Overall,Fire and EMS - Overall,Streets and Sidewalks - Overall,Trash and Recycling - Overall,Public Education,Public Health - Overall,Public Library,Social Services - Overall,Economic Development - Overall,Parks and Recreation - Overall,Code Enforcement - Overall,Public Transit - Overall,Water Services - Overall,Metro-provided Arts and Culture - Overall,Affordable Housing - Overall,Historic Preservation - Overall,1st Priority Service,2nd Priority Service,3rd Priority Service,4th Priority Service,5th Priority Service,City Street Maintenance,Street Signs and Traffic Signals,Pedestrian Infrastructure,Curb Space Management,Bicycle Infrastructure,Trash Service,Curbside Recycling,Drop-off Recycling,Street Lighting,Public Works Personnel Professionalism,Police Visibility,Traffic Enforcement,Police Professionalism,Police Response Time,School Crossing Guards,School Resource Officers,Youth Violence Programs,Special Event Security,Fire Services,Fire Response Time,Emergency Medical Services (EMS),EMS Response Time,Fire Professionalism,EMS Professionalism,MTA Bus Service,Music City Circuit,AccessRide,Music City Star,Park and Ride,Bus Shelters,MTA Personnel Professionalism,Trash and Debris Enforcement,Lawn and Brush Enforcement,Exterior Maintenance Enforcement,Short-Term Rental Enforcement,STRP Complaint Hotline,Codes Personnel Professionalism,Codes Responsiveness,911 Services,Non-Emergency Number,hubNashville (311),Program Information Availability,Nashville.gov,Metro Video Programming,Metro Social Media,Parks Maintenance,Outdoor Athletic Fields,Walking and Biking Trails,Swimming Pools,Community Centers,Youth Recreation Programs,Senior Recreation Programs,Parks Personnel Professionalism,Park Safety,Burial Assistance Program,Family Support Services,Homeless Services,Nutrition Programs,Head Start / Early Head Start,Low Income Home Energy Assistance Program (LIHEAP),Violent Crime Victim Services,Tap Water,Water Service Reliability,Water Emergency Response,Flood Prevention,Stormwater Fund Use,Water Services Value,Water Services Communication,Water Services Information Availability,Water Services Social Media,Water Services Employee Interaction,Crime Victim,MNPD Officer Contact,311 (hubNashville) Usage,Nashville.gov Usage,Park / Community Center Usage,MTA Bus Service Usage,Bicycle Usage,Arts / Cultural Event Attendance,Public Library Usage,Metro Elected Official Contact,Public Meeting Attendance,Neighborhood Meeting Attendance,Monthly Housing Cost Over 30%,Rideshare / Bikeshare Usage,"Commute by Walking, Biking, or Bus",Affordable Housing Preference,Opioid Addiction,Neighborhood Tree Canopy,Internet Use for Information,Mobile Phone Internet Access,Home Internet Access,Natural Disaster Preparedness,$500 Emergency Expense,Healthcare Access,Healthy Food Access,Childcare Access,Pre-K Access,Public Transit Access,Park and Green Space Access,Affordable Housing Access,Diversity Support Efforts,Diversity Acceptance,Disability Access,Job Access,Neighborhood Arts and Culture,Small Business and Freelance Work Space,Farmers' Market,General Hospital,Emergency and Natural Disaster Response,No Children in Davidson County,Children Ages 0-5,Children Ages 6-13,Children Ages 14-17,Public School Attendance,Charter School Attendance,Private School Attendance,Other School Attendance,Other School Definition,School Quality,Own or Rent,Years Lived in Davidson County,Business Owner / Operator,Race / Ethnicity - White,Race / Ethnicity - Black,Race / Ethnicity - Hispanic,Race / Ethnicity - Asian or Pacific Islander,Race / Ethnicity - Native American or Alaskan Native,Race / Ethnicity - Other,Race / Ethnicity - Other Definition,Total Annual Household Income,Age,Gender Identity,Education Attained
2018Q3,09/06/2018,10/17/2018,37220,General Services District,Neutral,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Below Average,Good,Good,Below Average,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Streets and sidewalks,Public education,Public health,Public transportation,Code enforcement,Dissatisfied,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Dissatisfied,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,true,Yes,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,,Yes,Yes,,,,Yes,Yes,HOME SCHOOL,Good,Own,38,No,,,Yes,,,,,"$100,000 or more",25-34,Female,Graduate degree
2018Q3,09/06/2018,10/17/2018,37221,Urban Services District,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Below Average,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Public transportation,Affordable housing,Historic preservation,Social services,Streets and sidewalks,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Dissatisfied,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,false,Yes,No,No,No,Yes,No,Don't Know,Neutral,Don't Know,Don't Know,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Don't Know,Don't Know,Neutral,Don't Know,Satisfied,Neutral,Satisfied,Yes,,,,,,,,,,Rent,2,No,Yes,,,,,,,"Under $30,000",55-64,Male,Some college
2018Q3,09/06/2018,10/17/2018,37204,Urban Services District,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Good,Neutral,Good,Good,Below Average,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Neutral,Very Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Police,Public education,Streets and sidewalks,Solid waste services,Parks and recreation,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Don't Know,Neutral,Don't Know,Dissatisfied,Dissatisfied,Very Satisfied,Don't Know,Dissatisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Very Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,false,No,Yes,Yes,Yes,No,Yes,Neutral,Satisfied,Neutral,Neutral,Very Dissatisfied,Very Satisfied,Neutral,Don't Know,Satisfied,Don't Know,Satisfied,Satisfied,Neutral,Satisfied,Don't Know,Dissatisfied,,Yes,,,,,,,,9,Own,3,No,Yes,,,,,,,"$100,000 or more",25-34,Male,Bachelor's degree
2018Q3,09/06/2018,10/17/2018,37076,General Services District,Don't Know,Dissatisfied,Neutral,Neutral,Satisfied,Good,Good,Don't Know,Don't Know,Good,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Don't Know,Economic developmentEconomic development,,,,,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,false,Yes,No,No,No,No,No,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,,,,,,,,,,,Own,20,No,Yes,,,,,,,"Under $30,000",55-64,Male,High school graduate
2018Q3,09/06/2018,10/17/2018,37218,Urban Services District,Satisfied,Very Dissatisfied,Neutral,Satisfied,Satisfied,Good,Good,Good,Don't Know,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Don't Know,Neutral,Neutral,Neutral,Dissatisfied,Don't Know,Dissatisfied,Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Public education,Fire and EMS,Police,Public health,Public transportation,Dissatisfied,Neutral,Dissatisfied,Neutral,Don't Know,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Very Satisfied,Don't Know,Don't Know,Don't Know,Very Satisfied,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Don't Know,Don't Know,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,false,Yes,Yes,Yes,Yes,No,Yes,Satisfied,Satisfied,Don't Know,Don't Know,Neutral,Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Dissatisfied,Neutral,Yes,,,,,,,,,,Rent,35,No,,Yes,,,,,,"$30,000 to $59,999",55-64,Female,Graduate degree
2018Q3,09/06/2018,10/17/2018,37215,Urban Services District,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Satisfied,Below Average,Neutral,Below Average,Below Average,Poor,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Public education,Public transportation,Police,Streets and sidewalks,Social services,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,true,Yes,Yes,Yes,Yes,Yes,Yes,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Very Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Yes,,,,,,,,,,Own,36,Yes,Yes,,,,,,,"$100,000 or more",35-44,Female,Bachelor's degree
2018Q3,09/06/2018,10/17/2018,37215,Urban Services District,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Good,Good,Good,Good,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Satisfied,Very Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Satisfied,Dissatisfied,Dissatisfied,Streets and sidewalks,Police,Public education,Solid waste services,Economic development,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Very Satisfied,Very Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,false,Yes,No,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Neutral,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Satisfied,Don't Know,Neutral,Yes,,,,,,,,,,Rent,30,Yes,Yes,,,,,,,"$100,000 or more",35-44,Female,Bachelor's degree
2018Q3,09/06/2018,10/17/2018,37209,Urban Services District,Satisfied,Neutral,Neutral,Neutral,Neutral,Good,Neutral,Good,Good,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Public education,Public health,Public transportation,Affordable housing,Economic development,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,true,Yes,Yes,Yes,Yes,No,Yes,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Yes,,,,,,,,,,Rent,40,Yes,Yes,,,,,,,"$100,000 or more",45-54,Male,Some college
2018Q3,09/06/2018,10/17/2018,37207,General Services District,Very Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Below Average,Poor,Neutral,Don't Know,Don't Know,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Satisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Neutral,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Affordable housing,Social services,Public health,Public education,Police,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Neutral,Very Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Don't Know,Satisfied,Don't Know,Dissatisfied,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Don't Know,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Very Dissatisfied,Neutral,Very Satisfied,Don't Know,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Dissatisfied,Don't Know,Neutral,Neutral,Satisfied,Don't Know,Satisfied,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,true,No,Yes,Yes,No,No,Yes,Satisfied,Dissatisfied,Don't Know,Don't Know,Satisfied,Very Satisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Satisfied,Don't Know,Don't Know,Yes,,,,,,,,,,Own,15,No,Yes,,,,,,,"$60,000 to $99,999",25-34,Female,Bachelor's degree
2018Q3,09/06/2018,10/17/2018,37219,Urban Services District,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Good,Neutral,Good,Neutral,Below Average,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Neutral,Public transportation,Library,Historic preservation,Affordable housing,Metro-provided arts and culture,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,false,No,Yes,Yes,Yes,No,Yes,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,Neutral,Yes,,,,,,,,,,Rent,0,No,Yes,,Yes,,,,,"$60,000 to $99,999",18-24,Female,Bachelor's degree
2018Q3,09/06/2018,10/17/2018,37205,Urban Services District,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Good,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Don't Know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Public education,Social services,Affordable housing,Public health,Economic development,Neutral,Neutral,Neutral,Dissatisfied,Don't Know,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Satisfied,Don't Know,Satisfied,Don't Know,Neutral,Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Neutral,Neutral,Don't Know,Don't Know,Neutral,Neutral,Neutral,Don't Know,Don't Know,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,false,No,Yes,No,Yes,Yes,Yes,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Satisfied,Neutral,Don't Know,Satisfied,Don't Know,Neutral,Neutral,Don't Know,Satisfied,Don't Know,Neutral,Yes,,,,,,,,,,Own,,No,Yes,,Yes,,,,,"Under $30,000",55-64,Female,Associate's degree
2018Q3,09/06/2018,10/17/2018,37208,Urban Services District,Neutral,Very Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Good,Good,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Don't Know,Neutral,Satisfied,Satisfied,Dissatisfied,Satisfied,Don't Know,Don't Know,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Affordable housing,Streets and sidewalks,Economic development,Police,Metro-provided arts and culture,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Satisfied,Don't Know,Don't Know,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Don't Know,Neutral,Neutral,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Neutral,Neutral,Don't Know,Don't Know,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,false,Yes,Yes,Yes,Yes,Yes,No,Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Satisfied,Neutral,Yes,,,,,,,,,,Rent,10,No,,Yes,,,,,,"Under $30,000",18-24,Male,Bachelor's degree
